Epoch,L2_Error_U,L2_Error_V,L2_Error_W,L2_Error_P,PDE_Loss,Boundary_Loss,Total_Loss,time_history
0,1.01081216679436,1.0019242860410769,0.8812890490780133,1.0094321569909996,0.5827349424362183,1.4991127272878657e-06,0.09902118146419525,0.9180943965911865
1,1.0018954831696594,0.9977815410870269,0.8896788011541982,1.0155344815983052,0.5172674059867859,1.4183473240336752e-06,0.0876404345035553,2.143998861312866
2,0.9995818066868065,0.9857663853371715,0.9125185547122007,1.026934572955737,0.38220611214637756,1.2752307156915776e-06,0.065864197909832,3.3530659675598145
3,0.9985678737007812,0.9386426884233374,0.9389116434905724,1.0167132109591193,0.2859727740287781,1.239615244230663e-06,0.0526479110121727,4.580770254135132
4,0.9998691411262197,0.951902138217493,0.9081278350914306,1.031862406395138,0.2676330804824829,1.1622078091022559e-06,0.04574892669916153,5.788854360580444
5,0.9993538089275995,0.940252230492192,0.9123737165497224,1.0309328361052588,0.24484270811080933,1.1209180001969798e-06,0.042314562946558,6.99909782409668
6,0.9985757775043576,0.9499665665747863,0.9150756242144186,1.0313823407192297,0.23432594537734985,1.089931174647063e-06,0.040345653891563416,8.192966938018799
7,0.9986173428215376,0.950157378367903,0.915625852967589,1.0294564206673493,0.22346344590187073,1.0422352261230117e-06,0.038868777453899384,9.375305414199829
8,0.9985151745860632,0.9524249799962676,0.914538126405419,1.0280761220896288,0.2171500325202942,1.0178162028751103e-06,0.03768410533666611,10.558708667755127
9,0.9984154092022497,0.9543562092839409,0.9107308846932264,1.028819703587153,0.21282139420509338,9.972137604563613e-07,0.0365646556019783,11.73885178565979
10,0.9980217628749372,0.9552859585766152,0.9071718088728093,1.0292951109328623,0.20833227038383484,9.701562930786167e-07,0.03552274405956268,13.00429081916809
11,0.9979612199545499,0.9585013770578165,0.9033985809468629,1.0303156201941628,0.2033965289592743,9.430825116396591e-07,0.03458462283015251,14.24996280670166
12,0.9980710821203033,0.9616936030411496,0.900654261964921,1.0312827067336783,0.19754435122013092,9.113628038903698e-07,0.03366268798708916,15.495022058486938
13,0.9981469092898548,0.9629847574000768,0.8973691772601629,1.0314506292531194,0.19166980683803558,8.800055297797371e-07,0.03266887366771698,16.72596573829651
14,0.9983502860187982,0.9607089673456154,0.893219059907232,1.0316821385212416,0.18591159582138062,8.559640036764904e-07,0.03158183395862579,17.92714834213257
15,0.9986978617872999,0.9614657149507455,0.8903142191444696,1.033033048326823,0.18046803772449493,8.355439717888657e-07,0.030550513416528702,19.10990881919861
16,0.9991642377669195,0.9644152034722775,0.8914169849338143,1.034317854833055,0.1760074645280838,8.140360137076641e-07,0.029756613075733185,20.292357444763184
17,0.999035460198913,0.9665721087685762,0.8939297218034792,1.0350376481037562,0.17258775234222412,7.998443152246182e-07,0.029111038893461227,21.47170066833496
18,0.9982811054353299,0.9660654727620558,0.8946503958224662,1.0362310452421664,0.16996805369853973,7.91975708125392e-07,0.028518659994006157,22.659295082092285
19,0.9974451376887873,0.964728979753129,0.8938893956732192,1.0371385112336255,0.16766047477722168,7.841035198907775e-07,0.028000397607684135,23.852441549301147
20,0.995948248597248,0.9623523528087023,0.8928223862912613,1.0394171400609447,0.16526921093463898,7.7798290476494e-07,0.02739889919757843,25.042943716049194
21,0.9933751740450268,0.959685668975511,0.8897990280484249,1.0393450704502911,0.16292206943035126,7.732662083981268e-07,0.026849575340747833,26.226322889328003
22,0.9897883752670252,0.9556712234576102,0.8845254106721874,1.0395372891517756,0.16050554811954498,7.708829912189685e-07,0.02628488466143608,27.401768922805786
23,0.9874398604456831,0.9513034302923375,0.8766873997011042,1.0389671323881062,0.1575413942337036,7.732976428087568e-07,0.025693314149975777,28.570735454559326
24,0.9875350683591377,0.9466176484343833,0.867814715673527,1.0381152763886456,0.15447884798049927,7.835567430447554e-07,0.02516157552599907,29.720829963684082
25,0.9877591705457307,0.9409490375713269,0.8586518369684091,1.0388449586265116,0.15170714259147644,7.983307455106115e-07,0.02458851784467697,30.87306022644043
26,0.9867452454172674,0.9362225389638833,0.8498144557281297,1.0389208431041295,0.14845503866672516,8.225563874475483e-07,0.024027246981859207,32.03140449523926
27,0.9849671120412281,0.9321395792686255,0.8412838164841702,1.0376292849577449,0.14569610357284546,8.562727202843234e-07,0.02349373884499073,33.20057129859924
28,0.9834993715598767,0.9282729136369328,0.834149947851624,1.0365519378835495,0.1427864134311676,8.978284427030303e-07,0.022977963089942932,34.39624547958374
