x,y,z
0.00088,-0.001795,-0.005
0.000905,-0.001795,-0.005
0.00093,-0.001795,-0.005
0.000955,-0.001795,-0.005
0.00098,-0.001795,-0.005
0.001005,-0.001795,-0.005
0.00103,-0.001795,-0.005
0.001055,-0.001795,-0.005
0.00108,-0.001795,-0.005
0.001105,-0.001795,-0.005
0.00113,-0.001795,-0.005
0.001155,-0.001795,-0.005
0.00118,-0.001795,-0.005
0.001205,-0.001795,-0.005
0.00123,-0.001795,-0.005
0.001255,-0.001795,-0.005
0.00128,-0.001795,-0.005
0.001305,-0.001795,-0.005
0.00133,-0.001795,-0.005
0.001355,-0.001795,-0.005
0.00138,-0.001795,-0.005
0.001405,-0.001795,-0.005
0.00143,-0.001795,-0.005
0.001455,-0.001795,-0.005
0.00148,-0.001795,-0.005
0.001505,-0.001795,-0.005
-0.00152,-0.00177,-0.005
-0.001495,-0.00177,-0.005
-0.00147,-0.00177,-0.005
-0.001445,-0.00177,-0.005
-0.00142,-0.00177,-0.005
-0.001395,-0.00177,-0.005
-0.00137,-0.00177,-0.005
-0.001345,-0.00177,-0.005
-0.00132,-0.00177,-0.005
-0.001295,-0.00177,-0.005
-0.00127,-0.00177,-0.005
-0.001245,-0.00177,-0.005
-0.00122,-0.00177,-0.005
-0.001195,-0.00177,-0.005
-0.00117,-0.00177,-0.005
-0.001145,-0.00177,-0.005
-0.00112,-0.00177,-0.005
-0.001095,-0.00177,-0.005
-0.00107,-0.00177,-0.005
-0.001045,-0.00177,-0.005
-0.00102,-0.00177,-0.005
-0.000995,-0.00177,-0.005
-0.00097,-0.00177,-0.005
-0.000945,-0.00177,-0.005
-0.00092,-0.00177,-0.005
-0.000895,-0.00177,-0.005
-0.00087,-0.00177,-0.005
-0.000845,-0.00177,-0.005
-0.00082,-0.00177,-0.005
-0.000795,-0.00177,-0.005
-0.00077,-0.00177,-0.005
-0.000745,-0.00177,-0.005
-0.00072,-0.00177,-0.005
-0.000695,-0.00177,-0.005
-0.00067,-0.00177,-0.005
-0.000645,-0.00177,-0.005
-0.00062,-0.00177,-0.005
-0.000595,-0.00177,-0.005
-0.00057,-0.00177,-0.005
-0.000545,-0.00177,-0.005
-0.00052,-0.00177,-0.005
-0.000495,-0.00177,-0.005
-0.00047,-0.00177,-0.005
-0.000445,-0.00177,-0.005
-0.00042,-0.00177,-0.005
-0.000395,-0.00177,-0.005
-0.00037,-0.00177,-0.005
-0.000345,-0.00177,-0.005
-0.00032,-0.00177,-0.005
-0.000295,-0.00177,-0.005
-0.00027,-0.00177,-0.005
-0.000245,-0.00177,-0.005
-0.00022,-0.00177,-0.005
-0.000195,-0.00177,-0.005
-0.00017,-0.00177,-0.005
-0.000145,-0.00177,-0.005
-0.00012,-0.00177,-0.005
-9.5e-05,-0.00177,-0.005
-7e-05,-0.00177,-0.005
-4.5e-05,-0.00177,-0.005
-2e-05,-0.00177,-0.005
5e-06,-0.00177,-0.005
3e-05,-0.00177,-0.005
5.5e-05,-0.00177,-0.005
8e-05,-0.00177,-0.005
0.000105,-0.00177,-0.005
0.00013,-0.00177,-0.005
0.000155,-0.00177,-0.005
0.00018,-0.00177,-0.005
0.000205,-0.00177,-0.005
0.00023,-0.00177,-0.005
0.000255,-0.00177,-0.005
0.00028,-0.00177,-0.005
0.000305,-0.00177,-0.005
0.00033,-0.00177,-0.005
0.000355,-0.00177,-0.005
0.00038,-0.00177,-0.005
0.000405,-0.00177,-0.005
0.00043,-0.00177,-0.005
0.000455,-0.00177,-0.005
0.00048,-0.00177,-0.005
0.000505,-0.00177,-0.005
0.00053,-0.00177,-0.005
0.000555,-0.00177,-0.005
0.00058,-0.00177,-0.005
0.000605,-0.00177,-0.005
0.00063,-0.00177,-0.005
0.000655,-0.00177,-0.005
0.00068,-0.00177,-0.005
0.000705,-0.00177,-0.005
0.00073,-0.00177,-0.005
0.000755,-0.00177,-0.005
0.00078,-0.00177,-0.005
0.000805,-0.00177,-0.005
0.00083,-0.00177,-0.005
0.000855,-0.00177,-0.005
0.00088,-0.00177,-0.005
0.000905,-0.00177,-0.005
0.00093,-0.00177,-0.005
0.000955,-0.00177,-0.005
0.00098,-0.00177,-0.005
0.001005,-0.00177,-0.005
0.00103,-0.00177,-0.005
0.001055,-0.00177,-0.005
0.00108,-0.00177,-0.005
0.001105,-0.00177,-0.005
0.00113,-0.00177,-0.005
0.001155,-0.00177,-0.005
0.00118,-0.00177,-0.005
0.001205,-0.00177,-0.005
0.00123,-0.00177,-0.005
0.001255,-0.00177,-0.005
0.00128,-0.00177,-0.005
0.001305,-0.00177,-0.005
0.00133,-0.00177,-0.005
0.001355,-0.00177,-0.005
0.00138,-0.00177,-0.005
0.001405,-0.00177,-0.005
0.00143,-0.00177,-0.005
0.001455,-0.00177,-0.005
0.00148,-0.00177,-0.005
0.001505,-0.00177,-0.005
0.00153,-0.00177,-0.005
-0.001545,-0.001745,-0.005
-0.00152,-0.001745,-0.005
-0.001495,-0.001745,-0.005
-0.00147,-0.001745,-0.005
-0.001445,-0.001745,-0.005
-0.00142,-0.001745,-0.005
-0.001395,-0.001745,-0.005
-0.00137,-0.001745,-0.005
-0.001345,-0.001745,-0.005
-0.00132,-0.001745,-0.005
-0.001295,-0.001745,-0.005
-0.00127,-0.001745,-0.005
-0.001245,-0.001745,-0.005
-0.00122,-0.001745,-0.005
-0.001195,-0.001745,-0.005
-0.00117,-0.001745,-0.005
-0.001145,-0.001745,-0.005
-0.00112,-0.001745,-0.005
-0.001095,-0.001745,-0.005
-0.00107,-0.001745,-0.005
-0.001045,-0.001745,-0.005
-0.00102,-0.001745,-0.005
-0.000995,-0.001745,-0.005
-0.00097,-0.001745,-0.005
-0.000945,-0.001745,-0.005
-0.00092,-0.001745,-0.005
-0.000895,-0.001745,-0.005
-0.00087,-0.001745,-0.005
-0.000845,-0.001745,-0.005
-0.00082,-0.001745,-0.005
-0.000795,-0.001745,-0.005
-0.00077,-0.001745,-0.005
-0.000745,-0.001745,-0.005
-0.00072,-0.001745,-0.005
-0.000695,-0.001745,-0.005
-0.00067,-0.001745,-0.005
-0.000645,-0.001745,-0.005
-0.00062,-0.001745,-0.005
-0.000595,-0.001745,-0.005
-0.00057,-0.001745,-0.005
-0.000545,-0.001745,-0.005
-0.00052,-0.001745,-0.005
-0.000495,-0.001745,-0.005
-0.00047,-0.001745,-0.005
-0.000445,-0.001745,-0.005
-0.00042,-0.001745,-0.005
-0.000395,-0.001745,-0.005
-0.00037,-0.001745,-0.005
-0.000345,-0.001745,-0.005
-0.00032,-0.001745,-0.005
-0.000295,-0.001745,-0.005
-0.00027,-0.001745,-0.005
-0.000245,-0.001745,-0.005
-0.00022,-0.001745,-0.005
-0.000195,-0.001745,-0.005
-0.00017,-0.001745,-0.005
-0.000145,-0.001745,-0.005
-0.00012,-0.001745,-0.005
-9.5e-05,-0.001745,-0.005
-7e-05,-0.001745,-0.005
-4.5e-05,-0.001745,-0.005
-2e-05,-0.001745,-0.005
5e-06,-0.001745,-0.005
3e-05,-0.001745,-0.005
5.5e-05,-0.001745,-0.005
8e-05,-0.001745,-0.005
0.000105,-0.001745,-0.005
0.00013,-0.001745,-0.005
0.000155,-0.001745,-0.005
0.00018,-0.001745,-0.005
0.000205,-0.001745,-0.005
0.00023,-0.001745,-0.005
0.000255,-0.001745,-0.005
0.00028,-0.001745,-0.005
0.000305,-0.001745,-0.005
0.00033,-0.001745,-0.005
0.000355,-0.001745,-0.005
0.00038,-0.001745,-0.005
0.000405,-0.001745,-0.005
0.00043,-0.001745,-0.005
0.000455,-0.001745,-0.005
0.00048,-0.001745,-0.005
0.000505,-0.001745,-0.005
0.00053,-0.001745,-0.005
0.000555,-0.001745,-0.005
0.00058,-0.001745,-0.005
0.000605,-0.001745,-0.005
0.00063,-0.001745,-0.005
0.000655,-0.001745,-0.005
0.00068,-0.001745,-0.005
0.000705,-0.001745,-0.005
0.00073,-0.001745,-0.005
0.000755,-0.001745,-0.005
0.00078,-0.001745,-0.005
0.000805,-0.001745,-0.005
0.00083,-0.001745,-0.005
0.000855,-0.001745,-0.005
0.00088,-0.001745,-0.005
0.000905,-0.001745,-0.005
0.00093,-0.001745,-0.005
0.000955,-0.001745,-0.005
0.00098,-0.001745,-0.005
0.001005,-0.001745,-0.005
0.00103,-0.001745,-0.005
0.001055,-0.001745,-0.005
0.00108,-0.001745,-0.005
0.001105,-0.001745,-0.005
0.00113,-0.001745,-0.005
0.001155,-0.001745,-0.005
0.00118,-0.001745,-0.005
0.001205,-0.001745,-0.005
0.00123,-0.001745,-0.005
0.001255,-0.001745,-0.005
0.00128,-0.001745,-0.005
0.001305,-0.001745,-0.005
0.00133,-0.001745,-0.005
0.001355,-0.001745,-0.005
0.00138,-0.001745,-0.005
0.001405,-0.001745,-0.005
0.00143,-0.001745,-0.005
0.001455,-0.001745,-0.005
0.00148,-0.001745,-0.005
0.001505,-0.001745,-0.005
0.00153,-0.001745,-0.005
0.001555,-0.001745,-0.005
-0.00157,-0.00172,-0.005
-0.001545,-0.00172,-0.005
-0.00152,-0.00172,-0.005
-0.001495,-0.00172,-0.005
-0.00147,-0.00172,-0.005
-0.001445,-0.00172,-0.005
-0.00142,-0.00172,-0.005
-0.001395,-0.00172,-0.005
-0.00137,-0.00172,-0.005
-0.001345,-0.00172,-0.005
-0.00132,-0.00172,-0.005
-0.001295,-0.00172,-0.005
-0.00127,-0.00172,-0.005
-0.001245,-0.00172,-0.005
-0.00122,-0.00172,-0.005
-0.001195,-0.00172,-0.005
-0.00117,-0.00172,-0.005
-0.001145,-0.00172,-0.005
-0.00112,-0.00172,-0.005
-0.001095,-0.00172,-0.005
-0.00107,-0.00172,-0.005
-0.001045,-0.00172,-0.005
-0.00102,-0.00172,-0.005
-0.000995,-0.00172,-0.005
-0.00097,-0.00172,-0.005
-0.000945,-0.00172,-0.005
-0.00092,-0.00172,-0.005
-0.000895,-0.00172,-0.005
-0.00087,-0.00172,-0.005
-0.000845,-0.00172,-0.005
-0.00082,-0.00172,-0.005
-0.000795,-0.00172,-0.005
-0.00077,-0.00172,-0.005
-0.000745,-0.00172,-0.005
-0.00072,-0.00172,-0.005
-0.000695,-0.00172,-0.005
-0.00067,-0.00172,-0.005
-0.000645,-0.00172,-0.005
-0.00062,-0.00172,-0.005
-0.000595,-0.00172,-0.005
-0.00057,-0.00172,-0.005
-0.000545,-0.00172,-0.005
-0.00052,-0.00172,-0.005
-0.000495,-0.00172,-0.005
-0.00047,-0.00172,-0.005
-0.000445,-0.00172,-0.005
-0.00042,-0.00172,-0.005
-0.000395,-0.00172,-0.005
-0.00037,-0.00172,-0.005
-0.000345,-0.00172,-0.005
-0.00032,-0.00172,-0.005
-0.000295,-0.00172,-0.005
-0.00027,-0.00172,-0.005
-0.000245,-0.00172,-0.005
-0.00022,-0.00172,-0.005
-0.000195,-0.00172,-0.005
-0.00017,-0.00172,-0.005
-0.000145,-0.00172,-0.005
-0.00012,-0.00172,-0.005
-9.5e-05,-0.00172,-0.005
-7e-05,-0.00172,-0.005
-4.5e-05,-0.00172,-0.005
-2e-05,-0.00172,-0.005
5e-06,-0.00172,-0.005
3e-05,-0.00172,-0.005
5.5e-05,-0.00172,-0.005
8e-05,-0.00172,-0.005
0.000105,-0.00172,-0.005
0.00013,-0.00172,-0.005
0.000155,-0.00172,-0.005
0.00018,-0.00172,-0.005
0.000205,-0.00172,-0.005
0.00023,-0.00172,-0.005
0.000255,-0.00172,-0.005
0.00028,-0.00172,-0.005
0.000305,-0.00172,-0.005
0.00033,-0.00172,-0.005
0.000355,-0.00172,-0.005
0.00038,-0.00172,-0.005
0.000405,-0.00172,-0.005
0.00043,-0.00172,-0.005
0.000455,-0.00172,-0.005
0.00048,-0.00172,-0.005
0.000505,-0.00172,-0.005
0.00053,-0.00172,-0.005
0.000555,-0.00172,-0.005
0.00058,-0.00172,-0.005
0.000605,-0.00172,-0.005
0.00063,-0.00172,-0.005
0.000655,-0.00172,-0.005
0.00068,-0.00172,-0.005
0.000705,-0.00172,-0.005
0.00073,-0.00172,-0.005
0.000755,-0.00172,-0.005
0.00078,-0.00172,-0.005
0.000805,-0.00172,-0.005
0.00083,-0.00172,-0.005
0.000855,-0.00172,-0.005
0.00088,-0.00172,-0.005
0.000905,-0.00172,-0.005
0.00093,-0.00172,-0.005
0.000955,-0.00172,-0.005
0.00098,-0.00172,-0.005
0.001005,-0.00172,-0.005
0.00103,-0.00172,-0.005
0.001055,-0.00172,-0.005
0.00108,-0.00172,-0.005
0.001105,-0.00172,-0.005
0.00113,-0.00172,-0.005
0.001155,-0.00172,-0.005
0.00118,-0.00172,-0.005
0.001205,-0.00172,-0.005
0.00123,-0.00172,-0.005
0.001255,-0.00172,-0.005
0.00128,-0.00172,-0.005
0.001305,-0.00172,-0.005
0.00133,-0.00172,-0.005
0.001355,-0.00172,-0.005
0.00138,-0.00172,-0.005
0.001405,-0.00172,-0.005
0.00143,-0.00172,-0.005
0.001455,-0.00172,-0.005
0.00148,-0.00172,-0.005
0.001505,-0.00172,-0.005
0.00153,-0.00172,-0.005
0.001555,-0.00172,-0.005
0.00158,-0.00172,-0.005
-0.00162,-0.001695,-0.005
-0.001595,-0.001695,-0.005
-0.00157,-0.001695,-0.005
-0.001545,-0.001695,-0.005
-0.00152,-0.001695,-0.005
-0.001495,-0.001695,-0.005
-0.00147,-0.001695,-0.005
-0.001445,-0.001695,-0.005
-0.00142,-0.001695,-0.005
-0.001395,-0.001695,-0.005
-0.00137,-0.001695,-0.005
-0.001345,-0.001695,-0.005
-0.00132,-0.001695,-0.005
-0.001295,-0.001695,-0.005
-0.00127,-0.001695,-0.005
-0.001245,-0.001695,-0.005
-0.00122,-0.001695,-0.005
-0.001195,-0.001695,-0.005
-0.00117,-0.001695,-0.005
-0.001145,-0.001695,-0.005
-0.00112,-0.001695,-0.005
-0.001095,-0.001695,-0.005
-0.00107,-0.001695,-0.005
-0.001045,-0.001695,-0.005
-0.00102,-0.001695,-0.005
-0.000995,-0.001695,-0.005
-0.00097,-0.001695,-0.005
-0.000945,-0.001695,-0.005
-0.00092,-0.001695,-0.005
-0.000895,-0.001695,-0.005
-0.00087,-0.001695,-0.005
-0.000845,-0.001695,-0.005
-0.00082,-0.001695,-0.005
-0.000795,-0.001695,-0.005
-0.00077,-0.001695,-0.005
-0.000745,-0.001695,-0.005
-0.00072,-0.001695,-0.005
-0.000695,-0.001695,-0.005
-0.00067,-0.001695,-0.005
-0.000645,-0.001695,-0.005
-0.00062,-0.001695,-0.005
-0.000595,-0.001695,-0.005
-0.00057,-0.001695,-0.005
-0.000545,-0.001695,-0.005
-0.00052,-0.001695,-0.005
-0.000495,-0.001695,-0.005
-0.00047,-0.001695,-0.005
-0.000445,-0.001695,-0.005
-0.00042,-0.001695,-0.005
-0.000395,-0.001695,-0.005
-0.00037,-0.001695,-0.005
-0.000345,-0.001695,-0.005
-0.00032,-0.001695,-0.005
-0.000295,-0.001695,-0.005
-0.00027,-0.001695,-0.005
-0.000245,-0.001695,-0.005
-0.00022,-0.001695,-0.005
-0.000195,-0.001695,-0.005
-0.00017,-0.001695,-0.005
-0.000145,-0.001695,-0.005
-0.00012,-0.001695,-0.005
-9.5e-05,-0.001695,-0.005
-7e-05,-0.001695,-0.005
-4.5e-05,-0.001695,-0.005
-2e-05,-0.001695,-0.005
5e-06,-0.001695,-0.005
3e-05,-0.001695,-0.005
5.5e-05,-0.001695,-0.005
8e-05,-0.001695,-0.005
0.000105,-0.001695,-0.005
0.00013,-0.001695,-0.005
0.000155,-0.001695,-0.005
0.00018,-0.001695,-0.005
0.000205,-0.001695,-0.005
0.00023,-0.001695,-0.005
0.000255,-0.001695,-0.005
0.00028,-0.001695,-0.005
0.000305,-0.001695,-0.005
0.00033,-0.001695,-0.005
0.000355,-0.001695,-0.005
0.00038,-0.001695,-0.005
0.000405,-0.001695,-0.005
0.00043,-0.001695,-0.005
0.000455,-0.001695,-0.005
0.00048,-0.001695,-0.005
0.000505,-0.001695,-0.005
0.00053,-0.001695,-0.005
0.000555,-0.001695,-0.005
0.00058,-0.001695,-0.005
0.000605,-0.001695,-0.005
0.00063,-0.001695,-0.005
0.000655,-0.001695,-0.005
0.00068,-0.001695,-0.005
0.000705,-0.001695,-0.005
0.00073,-0.001695,-0.005
0.000755,-0.001695,-0.005
0.00078,-0.001695,-0.005
0.000805,-0.001695,-0.005
0.00083,-0.001695,-0.005
0.000855,-0.001695,-0.005
0.00088,-0.001695,-0.005
0.000905,-0.001695,-0.005
0.00093,-0.001695,-0.005
0.000955,-0.001695,-0.005
0.00098,-0.001695,-0.005
0.001005,-0.001695,-0.005
0.00103,-0.001695,-0.005
0.001055,-0.001695,-0.005
0.00108,-0.001695,-0.005
0.001105,-0.001695,-0.005
0.00113,-0.001695,-0.005
0.001155,-0.001695,-0.005
0.00118,-0.001695,-0.005
0.001205,-0.001695,-0.005
0.00123,-0.001695,-0.005
0.001255,-0.001695,-0.005
0.00128,-0.001695,-0.005
0.001305,-0.001695,-0.005
0.00133,-0.001695,-0.005
0.001355,-0.001695,-0.005
0.00138,-0.001695,-0.005
0.001405,-0.001695,-0.005
0.00143,-0.001695,-0.005
0.001455,-0.001695,-0.005
0.00148,-0.001695,-0.005
0.001505,-0.001695,-0.005
0.00153,-0.001695,-0.005
0.001555,-0.001695,-0.005
0.00158,-0.001695,-0.005
0.001605,-0.001695,-0.005
-0.001645,-0.00167,-0.005
-0.00162,-0.00167,-0.005
-0.001595,-0.00167,-0.005
-0.00157,-0.00167,-0.005
-0.001545,-0.00167,-0.005
-0.00152,-0.00167,-0.005
-0.001495,-0.00167,-0.005
-0.00147,-0.00167,-0.005
-0.001445,-0.00167,-0.005
-0.00142,-0.00167,-0.005
-0.001395,-0.00167,-0.005
-0.00137,-0.00167,-0.005
-0.001345,-0.00167,-0.005
-0.00132,-0.00167,-0.005
-0.001295,-0.00167,-0.005
-0.00127,-0.00167,-0.005
-0.001245,-0.00167,-0.005
-0.00122,-0.00167,-0.005
-0.001195,-0.00167,-0.005
-0.00117,-0.00167,-0.005
-0.001145,-0.00167,-0.005
-0.00112,-0.00167,-0.005
-0.001095,-0.00167,-0.005
-0.00107,-0.00167,-0.005
-0.001045,-0.00167,-0.005
-0.00102,-0.00167,-0.005
-0.000995,-0.00167,-0.005
-0.00097,-0.00167,-0.005
-0.000945,-0.00167,-0.005
-0.00092,-0.00167,-0.005
-0.000895,-0.00167,-0.005
-0.00087,-0.00167,-0.005
-0.000845,-0.00167,-0.005
-0.00082,-0.00167,-0.005
-0.000795,-0.00167,-0.005
-0.00077,-0.00167,-0.005
-0.000745,-0.00167,-0.005
-0.00072,-0.00167,-0.005
-0.000695,-0.00167,-0.005
-0.00067,-0.00167,-0.005
-0.000645,-0.00167,-0.005
-0.00062,-0.00167,-0.005
-0.000595,-0.00167,-0.005
-0.00057,-0.00167,-0.005
-0.000545,-0.00167,-0.005
-0.00052,-0.00167,-0.005
-0.000495,-0.00167,-0.005
-0.00047,-0.00167,-0.005
-0.000445,-0.00167,-0.005
-0.00042,-0.00167,-0.005
-0.000395,-0.00167,-0.005
-0.00037,-0.00167,-0.005
-0.000345,-0.00167,-0.005
-0.00032,-0.00167,-0.005
-0.000295,-0.00167,-0.005
-0.00027,-0.00167,-0.005
-0.000245,-0.00167,-0.005
-0.00022,-0.00167,-0.005
-0.000195,-0.00167,-0.005
-0.00017,-0.00167,-0.005
-0.000145,-0.00167,-0.005
-0.00012,-0.00167,-0.005
-9.5e-05,-0.00167,-0.005
-7e-05,-0.00167,-0.005
-4.5e-05,-0.00167,-0.005
-2e-05,-0.00167,-0.005
5e-06,-0.00167,-0.005
3e-05,-0.00167,-0.005
5.5e-05,-0.00167,-0.005
8e-05,-0.00167,-0.005
0.000105,-0.00167,-0.005
0.00013,-0.00167,-0.005
0.000155,-0.00167,-0.005
0.00018,-0.00167,-0.005
0.000205,-0.00167,-0.005
0.00023,-0.00167,-0.005
0.000255,-0.00167,-0.005
0.00028,-0.00167,-0.005
0.000305,-0.00167,-0.005
0.00033,-0.00167,-0.005
0.000355,-0.00167,-0.005
0.00038,-0.00167,-0.005
0.000405,-0.00167,-0.005
0.00043,-0.00167,-0.005
0.000455,-0.00167,-0.005
0.00048,-0.00167,-0.005
0.000505,-0.00167,-0.005
0.00053,-0.00167,-0.005
0.000555,-0.00167,-0.005
0.00058,-0.00167,-0.005
0.000605,-0.00167,-0.005
0.00063,-0.00167,-0.005
0.000655,-0.00167,-0.005
0.00068,-0.00167,-0.005
0.000705,-0.00167,-0.005
0.00073,-0.00167,-0.005
0.000755,-0.00167,-0.005
0.00078,-0.00167,-0.005
0.000805,-0.00167,-0.005
0.00083,-0.00167,-0.005
0.000855,-0.00167,-0.005
0.00088,-0.00167,-0.005
0.000905,-0.00167,-0.005
0.00093,-0.00167,-0.005
0.000955,-0.00167,-0.005
0.00098,-0.00167,-0.005
0.001005,-0.00167,-0.005
0.00103,-0.00167,-0.005
0.001055,-0.00167,-0.005
0.00108,-0.00167,-0.005
0.001105,-0.00167,-0.005
0.00113,-0.00167,-0.005
0.001155,-0.00167,-0.005
0.00118,-0.00167,-0.005
0.001205,-0.00167,-0.005
0.00123,-0.00167,-0.005
0.001255,-0.00167,-0.005
0.00128,-0.00167,-0.005
0.001305,-0.00167,-0.005
0.00133,-0.00167,-0.005
0.001355,-0.00167,-0.005
0.00138,-0.00167,-0.005
0.001405,-0.00167,-0.005
0.00143,-0.00167,-0.005
0.001455,-0.00167,-0.005
0.00148,-0.00167,-0.005
0.001505,-0.00167,-0.005
0.00153,-0.00167,-0.005
0.001555,-0.00167,-0.005
0.00158,-0.00167,-0.005
0.001605,-0.00167,-0.005
0.00163,-0.00167,-0.005
-0.00167,-0.001645,-0.005
-0.001645,-0.001645,-0.005
-0.00162,-0.001645,-0.005
-0.001595,-0.001645,-0.005
-0.00157,-0.001645,-0.005
-0.001545,-0.001645,-0.005
-0.00152,-0.001645,-0.005
-0.001495,-0.001645,-0.005
-0.00147,-0.001645,-0.005
-0.001445,-0.001645,-0.005
-0.00142,-0.001645,-0.005
-0.001395,-0.001645,-0.005
-0.00137,-0.001645,-0.005
-0.001345,-0.001645,-0.005
-0.00132,-0.001645,-0.005
-0.001295,-0.001645,-0.005
-0.00127,-0.001645,-0.005
-0.001245,-0.001645,-0.005
-0.00122,-0.001645,-0.005
-0.001195,-0.001645,-0.005
-0.00117,-0.001645,-0.005
-0.001145,-0.001645,-0.005
-0.00112,-0.001645,-0.005
-0.001095,-0.001645,-0.005
-0.00107,-0.001645,-0.005
-0.001045,-0.001645,-0.005
-0.00102,-0.001645,-0.005
-0.000995,-0.001645,-0.005
-0.00097,-0.001645,-0.005
-0.000945,-0.001645,-0.005
-0.00092,-0.001645,-0.005
-0.000895,-0.001645,-0.005
-0.00087,-0.001645,-0.005
-0.000845,-0.001645,-0.005
-0.00082,-0.001645,-0.005
-0.000795,-0.001645,-0.005
-0.00077,-0.001645,-0.005
-0.000745,-0.001645,-0.005
-0.00072,-0.001645,-0.005
-0.000695,-0.001645,-0.005
-0.00067,-0.001645,-0.005
-0.000645,-0.001645,-0.005
-0.00062,-0.001645,-0.005
-0.000595,-0.001645,-0.005
-0.00057,-0.001645,-0.005
-0.000545,-0.001645,-0.005
-0.00052,-0.001645,-0.005
-0.000495,-0.001645,-0.005
-0.00047,-0.001645,-0.005
-0.000445,-0.001645,-0.005
-0.00042,-0.001645,-0.005
-0.000395,-0.001645,-0.005
-0.00037,-0.001645,-0.005
-0.000345,-0.001645,-0.005
-0.00032,-0.001645,-0.005
-0.000295,-0.001645,-0.005
-0.00027,-0.001645,-0.005
-0.000245,-0.001645,-0.005
-0.00022,-0.001645,-0.005
-0.000195,-0.001645,-0.005
-0.00017,-0.001645,-0.005
-0.000145,-0.001645,-0.005
-0.00012,-0.001645,-0.005
-9.5e-05,-0.001645,-0.005
-7e-05,-0.001645,-0.005
-4.5e-05,-0.001645,-0.005
-2e-05,-0.001645,-0.005
5e-06,-0.001645,-0.005
3e-05,-0.001645,-0.005
5.5e-05,-0.001645,-0.005
8e-05,-0.001645,-0.005
0.000105,-0.001645,-0.005
0.00013,-0.001645,-0.005
0.000155,-0.001645,-0.005
0.00018,-0.001645,-0.005
0.000205,-0.001645,-0.005
0.00023,-0.001645,-0.005
0.000255,-0.001645,-0.005
0.00028,-0.001645,-0.005
0.000305,-0.001645,-0.005
0.00033,-0.001645,-0.005
0.000355,-0.001645,-0.005
0.00038,-0.001645,-0.005
0.000405,-0.001645,-0.005
0.00043,-0.001645,-0.005
0.000455,-0.001645,-0.005
0.00048,-0.001645,-0.005
0.000505,-0.001645,-0.005
0.00053,-0.001645,-0.005
0.000555,-0.001645,-0.005
0.00058,-0.001645,-0.005
0.000605,-0.001645,-0.005
0.00063,-0.001645,-0.005
0.000655,-0.001645,-0.005
0.00068,-0.001645,-0.005
0.000705,-0.001645,-0.005
0.00073,-0.001645,-0.005
0.000755,-0.001645,-0.005
0.00078,-0.001645,-0.005
0.000805,-0.001645,-0.005
0.00083,-0.001645,-0.005
0.000855,-0.001645,-0.005
0.00088,-0.001645,-0.005
0.000905,-0.001645,-0.005
0.00093,-0.001645,-0.005
0.000955,-0.001645,-0.005
0.00098,-0.001645,-0.005
0.001005,-0.001645,-0.005
0.00103,-0.001645,-0.005
0.001055,-0.001645,-0.005
0.00108,-0.001645,-0.005
0.001105,-0.001645,-0.005
0.00113,-0.001645,-0.005
0.001155,-0.001645,-0.005
0.00118,-0.001645,-0.005
0.001205,-0.001645,-0.005
0.00123,-0.001645,-0.005
0.001255,-0.001645,-0.005
0.00128,-0.001645,-0.005
0.001305,-0.001645,-0.005
0.00133,-0.001645,-0.005
0.001355,-0.001645,-0.005
0.00138,-0.001645,-0.005
0.001405,-0.001645,-0.005
0.00143,-0.001645,-0.005
0.001455,-0.001645,-0.005
0.00148,-0.001645,-0.005
0.001505,-0.001645,-0.005
0.00153,-0.001645,-0.005
0.001555,-0.001645,-0.005
0.00158,-0.001645,-0.005
0.001605,-0.001645,-0.005
0.00163,-0.001645,-0.005
0.001655,-0.001645,-0.005
-0.001695,-0.00162,-0.005
-0.00167,-0.00162,-0.005
-0.001645,-0.00162,-0.005
-0.00162,-0.00162,-0.005
-0.001595,-0.00162,-0.005
-0.00157,-0.00162,-0.005
-0.001545,-0.00162,-0.005
-0.00152,-0.00162,-0.005
-0.001495,-0.00162,-0.005
-0.00147,-0.00162,-0.005
-0.001445,-0.00162,-0.005
-0.00142,-0.00162,-0.005
-0.001395,-0.00162,-0.005
-0.00137,-0.00162,-0.005
-0.001345,-0.00162,-0.005
-0.00132,-0.00162,-0.005
-0.001295,-0.00162,-0.005
-0.00127,-0.00162,-0.005
-0.001245,-0.00162,-0.005
-0.00122,-0.00162,-0.005
-0.001195,-0.00162,-0.005
-0.00117,-0.00162,-0.005
-0.001145,-0.00162,-0.005
-0.00112,-0.00162,-0.005
-0.001095,-0.00162,-0.005
-0.00107,-0.00162,-0.005
-0.001045,-0.00162,-0.005
-0.00102,-0.00162,-0.005
-0.000995,-0.00162,-0.005
-0.00097,-0.00162,-0.005
-0.000945,-0.00162,-0.005
-0.00092,-0.00162,-0.005
-0.000895,-0.00162,-0.005
-0.00087,-0.00162,-0.005
-0.000845,-0.00162,-0.005
-0.00082,-0.00162,-0.005
-0.000795,-0.00162,-0.005
-0.00077,-0.00162,-0.005
-0.000745,-0.00162,-0.005
-0.00072,-0.00162,-0.005
-0.000695,-0.00162,-0.005
-0.00067,-0.00162,-0.005
-0.000645,-0.00162,-0.005
-0.00062,-0.00162,-0.005
-0.000595,-0.00162,-0.005
-0.00057,-0.00162,-0.005
-0.000545,-0.00162,-0.005
-0.00052,-0.00162,-0.005
