Epoch,L2_Error_T,PDE_Loss,Boundary_Loss,Total_Loss,time_history
0,0.9573968041012277,95.00706481933594,0.08373705297708511,95.09080505371094,0.15175890922546387
1,0.9914552917740517,94.66615295410156,0.007743098773062229,94.67389678955078,0.2487959861755371
2,1.1339719753994673,93.93462371826172,0.12216661870479584,94.05679321289062,0.3398003578186035
3,1.0812407104348538,92.65503692626953,0.22734369337558746,92.88237762451172,0.4323694705963135
4,1.1030181880724634,90.04708099365234,0.5234071612358093,90.57048797607422,0.5218758583068848
5,1.4442995323518784,84.51526641845703,1.3215467929840088,85.8368148803711,0.6103150844573975
6,1.8695519858984153,78.06195068359375,2.4389424324035645,80.50089263916016,0.6978235244750977
7,1.7123544376512663,76.05521392822266,2.005129098892212,78.06034088134766,0.7911791801452637
8,1.7296412539632957,74.05972290039062,1.7711213827133179,75.83084869384766,0.8817052841186523
9,2.0196275557116836,70.73580932617188,2.24113130569458,72.97694396972656,0.9752163887023926
10,2.1099922148491914,66.69203186035156,2.2604329586029053,68.95246124267578,1.0711016654968262
11,2.3411974506661233,60.89424133300781,2.6177148818969727,63.511959075927734,1.1651215553283691
12,2.619227046667687,53.62373352050781,3.264606475830078,56.88833999633789,1.2572033405303955
13,2.7023727065034793,44.95978546142578,4.030556678771973,48.99034118652344,1.347712755203247
14,2.246415434574886,35.83476257324219,3.264195680618286,39.09895706176758,1.4367146492004395
15,1.6181775703624777,26.439245223999023,2.0305843353271484,28.469829559326172,1.5265529155731201
16,1.6998048909674626,17.744749069213867,1.8070634603500366,19.55181121826172,1.614912748336792
17,1.5711349038651115,10.740021705627441,1.5040608644485474,12.2440824508667,1.7045414447784424
18,1.2208845536019093,5.753343105316162,1.005220651626587,6.75856351852417,1.7935457229614258
19,0.8678017212223197,3.193991184234619,0.6796496510505676,3.873640775680542,1.882434368133545
20,0.6611790780806468,2.0365500450134277,0.47930726408958435,2.515857458114624,1.974679946899414
21,0.7262410623176303,1.2889223098754883,0.4579606056213379,1.7468829154968262,2.0654890537261963
22,0.6460102048757523,0.856261670589447,0.45872122049331665,1.3149828910827637,2.1556670665740967
23,0.6089591685713353,0.5703492760658264,0.4609731435775757,1.0313224792480469,2.248802661895752
24,0.6117796753994734,0.38378003239631653,0.4664953052997589,0.8502753376960754,2.337232828140259
25,0.6009279591397664,0.2804456353187561,0.4598832130432129,0.740328848361969,2.4269821643829346
26,0.6025636602527658,0.21421845257282257,0.4374057948589325,0.6516242623329163,2.5199098587036133
27,0.6094789552673893,0.17005299031734467,0.4218509793281555,0.5919039249420166,2.613419532775879
28,0.5951705254213333,0.14146684110164642,0.41156256198883057,0.5530294179916382,2.739542245864868
